0,1755,889,1944,577,441,520,1292,668,675,4410,4445,13295,6437,619,319,432,147,280,614,424,1238,2827,427,383,889,2099,1334,321,145,75,95,319,496,206,103,153,203,97,1069,112,160,259,143,212,251,681
1912,0,1863,2862,1009,369,422,516,305,274,1807,1589,4183,2408,226,78,82,70,61,133,108,429,573,97,88,182,299,193,54,15,45,20,54,175,53,43,25,27,17,199,29,118,37,25,46,59,166
1027,1929,0,4213,945,459,602,447,382,269,1711,1446,3726,1968,169,42,51,30,100,184,60,364,410,315,52,105,266,155,48,18,12,24,53,102,26,7,28,35,20,140,8,37,37,54,21,24,78
2683,2529,4603,0,2169,3362,3491,1121,1293,578,4120,3250,9068,4698,907,172,216,78,184,447,222,920,1525,281,281,442,1343,782,138,78,49,39,226,388,135,73,121,137,53,879,49,90,161,97,116,138,332
660,970,1083,2351,0,578,409,272,287,225,1213,1044,2982,1456,328,69,71,19,69,117,64,235,299,52,43,91,180,102,41,14,12,4,43,62,33,16,17,25,7,80,10,51,27,21,38,36,53
426,335,426,3317,499,0,976,323,336,218,1220,964,3014,1474,574,56,79,19,61,164,44,239,259,35,57,119,219,147,24,17,6,7,36,41,34,9,14,18,13,86,32,74,48,16,29,24,44
1703,801,1008,7133,851,2555,0,2747,2542,969,4727,3164,8610,4611,2099,220,212,162,458,740,278,872,1089,238,271,482,863,688,134,60,90,71,287,276,107,44,112,124,55,486,84,127,112,98,121,166,475
1306,407,270,932,244,240,1328,0,3330,1028,5441,8681,11457,5207,526,185,182,127,277,548,217,854,1139,372,208,453,1236,772,161,131,72,74,353,395,182,70,111,158,80,786,118,133,255,193,213,280,348
760,275,307,806,211,214,1025,3009,0,2657,5074,2226,6651,3188,458,133,160,57,173,404,136,723,778,284,194,198,731,448,116,55,33,32,136,149,94,38,75,102,63,480,105,82,187,52,123,106,177
633,181,171,441,128,146,343,904,2372,0,6012,1628,6216,2684,858,132,159,54,185,970,128,525,709,102,151,235,562,381,84,45,32,25,119,131,66,34,62,40,30,280,34,46,73,44,58,96,201
4063,1287,1080,2687,832,884,1755,4930,4279,5280,0,12882,56338,13584,2254,490,621,273,877,2414,620,3004,3802,961,473,1082,4543,2329,538,234,236,274,688,1287,509,208,369,471,262,3358,311,542,767,427,600,898,1454
4155,1113,913,2292,667,691,1389,7803,1831,1489,13917,0,49226,16177,1745,582,571,229,711,1674,618,2779,4301,767,578,1419,5622,3232,615,292,196,298,922,1514,752,285,508,623,284,3812,310,669,843,534,697,1108,1584
11198,3112,2549,5993,2116,2106,4009,9150,5265,4865,58953,42475,0,72126,4792,1685,1874,917,3712,6698,2115,9200,12444,2027,1647,4566,16354,8894,1596,860,762,905,2570,4559,1936,914,1650,1905,1127,11575,1108,2029,2768,1677,2078,3324,5449
5599,1876,1364,3768,1079,1125,1934,4156,2831,2206,13419,14945,77020,0,2443,747,860,361,1728,3012,1096,8208,7015,1305,1008,2321,7949,4881,893,431,292,383,1233,2886,1107,425,681,792,453,6598,561,1458,1494,855,1050,1808,2856
616,137,130,747,250,531,645,560,616,1044,2855,1904,6468,3019,0,740,686,165,190,1211,131,471,717,115,131,344,680,311,85,44,30,34,115,175,77,24,50,65,17,285,25,43,61,49,67,83,138
323,60,24,164,51,46,64,188,93,135,512,521,1945,906,529,0,2214,424,77,277,317,280,1144,175,207,392,848,360,88,28,27,21,84,122,43,34,39,55,17,166,22,41,56,20,42,52,85
372,94,63,289,57,43,61,165,181,138,636,584,2290,1056,539,1951,0,1012,84,317,350,444,1943,253,415,648,1434,687,158,64,46,39,121,210,100,41,62,58,42,326,43,56,66,60,88,105,124
130,36,14,60,25,10,53,126,49,52,250,226,1099,458,123,471,1095,0,42,92,272,204,1016,149,463,838,1252,568,153,55,32,29,99,79,68,15,42,36,14,123,30,34,21,26,31,28,66
203,61,85,1131,32,60,95,242,195,194,1042,754,4515,2049,151,51,70,32,0,998,98,1119,372,72,51,131,252,162,49,19,18,26,48,66,30,23,26,47,19,154,15,38,96,32,33,61,94
608,129,98,277,91,120,157,469,416,996,2552,1683,6921,3189,1246,287,378,79,876,0,664,958,2547,279,216,454,839,479,181,49,45,55,96,150,64,44,48,42,66,334,42,59,97,53,70,116,188
400,74,58,143,40,29,79,185,124,156,677,747,2579,1195,111,339,404,216,112,570,0,993,13339,1194,605,604,1272,665,190,99,62,51,130,188,126,62,72,94,46,379,44,87,156,88,154,190,239
1292,397,316,679,224,166,335,866,564,544,3032,2793,10852,9191,382,232,403,185,936,875,984,0,8182,941,491,914,1997,1210,325,138,145,112,418,523,283,121,171,215,143,1054,118,229,365,231,376,354,554
2486,414,307,1122,241,191,413,931,715,633,3782,4149,14641,7701,676,983,1691,887,394,2098,11491,7712,0,7158,1422,2196,7533,3782,954,433,218,254,842,1540,573,249,464,566,323,3330,425,945,1009,552,876,1276,1644
380,92,100,191,46,42,96,281,288,93,788,788,2335,1427,158,140,256,133,85,299,1090,970,8264,0,733,845,3427,1116,951,511,82,64,188,273,153,78,121,107,78,545,84,180,205,210,176,207,311
277,83,33,146,29,82,112,194,133,81,525,553,1862,1058,90,201,358,379,71,197,534,426,1637,659,0,4662,4306,1932,431,178,87,106,311,345,162,86,165,152,108,480,97,145,187,161,194,276,234
689,268,80,311,84,84,120,407,188,182,1122,1277,4920,2371,275,362,554,699,112,404,494,807,2199,767,6285,0,12791,5267,2306,557,327,308,814,1097,413,308,475,397,321,1166,160,384,393,267,276,474,398
1956,229,205,897,146,157,276,961,597,425,4512,5658,18964,9458,617,785,1279,1034,254,882,1105,1879,7480,2973,4392,11557,0,27411,9183,4725,1021,1038,2981,3987,1333,1365,1932,1904,1258,5565,512,1008,1258,1113,1161,2110,1613
1146,155,135,554,80,101,177,608,364,303,2347,3226,11038,5791,333,425,556,430,155,482,566,1130,3716,1053,1861,5132,27930,0,1869,1084,854,628,2715,2772,882,1050,1356,1076,646,2857,326,589,711,503,467,940,732
346,52,25,102,33,29,46,175,102,84,528,663,2076,918,71,104,163,116,42,175,208,311,1042,972,682,3000,9142,2154,0,655,97,104,335,589,188,130,181,193,117,528,42,100,142,99,108,177,149
