0,1705,1011,2606,531,437,680,1246,731,743,4397,4301,13621,6697,617,336,391,151,256,606,379,1386,3026,391,386,914,2136,1336,293,117,100,97,309,547,189,97,179,197,79,1068,100,199,221,173,225,273,632
1984,0,2125,3419,982,458,486,518,328,303,1822,1524,4516,2482,200,80,89,57,66,173,115,391,584,94,54,176,281,157,63,42,28,13,38,177,76,17,15,35,14,218,15,91,32,37,51,55,167
816,1953,0,4616,1021,456,579,420,354,282,1604,1251,3605,1935,151,42,50,27,88,148,75,304,346,188,63,107,274,177,48,18,9,20,52,59,25,11,30,49,19,142,12,20,39,37,46,41,82
2096,2248,3876,0,1769,3088,3280,1017,1102,550,3621,2904,8568,4074,693,141,195,60,146,289,167,733,1328,181,155,424,1128,608,117,46,51,43,168,281,90,35,102,111,37,711,50,77,192,68,121,129,244
632,1001,1200,2590,0,611,419,280,223,216,1125,1011,2977,1594,322,56,62,25,59,128,63,190,350,55,37,60,209,101,30,8,6,10,38,42,22,14,37,20,15,67,14,19,21,21,27,25,45
459,405,442,3759,569,0,1029,366,331,228,1231,980,2972,1597,652,70,71,19,49,169,62,230,255,54,48,120,197,151,38,22,9,8,29,40,38,25,21,33,11,90,16,35,88,17,26,23,60
861,595,792,5797,547,1587,0,2155,1881,708,3396,2321,6560,3402,1160,108,87,67,237,443,114,455,646,173,97,298,555,414,57,27,52,28,167,165,67,31,58,61,25,313,52,65,102,57,83,69,254
1194,346,302,999,257,270,1314,0,3519,1007,5576,8700,11653,4578,483,158,166,127,288,555,189,878,958,331,233,447,1013,675,139,80,49,66,242,358,187,82,134,132,71,712,103,122,263,172,149,224,279
695,235,277,1060,197,265,1064,2954,0,2584,5253,1945,6620,3078,479,113,122,41,157,403,144,687,828,443,141,211,604,388,176,52,15,36,106,189,79,34,57,69,38,464,78,70,125,43,98,107,136
570,193,178,451,162,162,382,980,2452,0,6098,1678,6057,2612,897,100,120,51,178,997,96,458,630,105,154,285,547,330,69,43,17,31,154,121,57,42,69,73,31,292,48,53,97,35,60,91,141
3762,1269,1049,3351,879,860,1897,4937,4362,5284,0,12372,57590,13794,2254,432,629,211,938,2368,613,3094,3950,769,533,1117,4351,2204,429,189,210,214,681,1276,472,226,406,427,285,3169,289,490,917,428,566,768,1352
3889,1162,986,2835,667,670,1366,7729,1927,1573,14055,0,50189,15561,1547,458,604,222,715,1618,631,2704,4090,702,550,1272,5527,3200,572,327,156,238,854,1442,641,264,498,537,238,3569,263,607,753,482,550,919,1480
11016,2929,2808,7223,2166,2193,4229,8936,5328,4765,58200,40762,0,72975,4857,1600,1877,886,3743,6244,1939,8928,12308,1788,1417,4478,15862,8666,1503,781,701,887,2602,4597,1858,855,1674,1724,981,10867,891,1845,2747,1539,1827,3002,4773
5442,1974,1443,3870,943,1197,2102,4174,2816,2275,13762,14116,78674,0,2294,767,915,356,1917,2848,1055,7753,7086,1386,940,2345,7568,4650,943,373,268,325,1337,2632,1069,423,712,768,437,6026,490,1385,1479,852,975,1594,2550
718,198,201,927,275,506,786,633,469,1024,3091,1920,6687,2908,0,711,673,161,202,1225,114,519,768,181,124,317,624,377,85,34,29,30,118,172,77,8,51,54,33,339,26,42,68,55,43,72,136
304,60,66,169,50,58,75,139,105,98,524,520,1954,903,585,0,2103,418,68,275,351,295,1129,181,252,399,879,444,52,46,18,27,103,126,61,23,46,34,10,112,19,35,54,14,38,48,83
333,70,61,250,39,50,84,203,130,147,652,612,2458,1071,477,1989,0,972,46,287,407,451,1863,238,484,653,1369,598,124,65,74,34,107,195,80,22,48,56,28,333,35,46,78,73,62,111,119
171,66,18,87,19,19,93,154,40,44,241,248,1148,480,105,434,1277,0,41,102,245,249,995,148,502,856,1246,495,98,37,23,52,70,126,35,24,36,43,31,115,21,29,33,29,20,49,66
239,41,80,309,65,32,124,350,153,191,1043,793,4556,1975,171,56,68,49,0,810,101,1115,435,75,49,129,255,190,49,26,5,16,43,59,20,21,31,36,17,135,14,41,119,28,31,51,98
538,157,192,391,119,170,250,546,409,989,2524,1634,7010,2975,1202,361,379,145,888,0,638,942,2415,300,198,493,874,455,148,53,47,37,114,128,63,43,71,78,51,298,45,68,110,70,100,106,252
342,89,51,212,38,32,103,218,145,139,744,742,2691,1266,157,415,446,233,115,559,0,1032,13827,1236,580,588,1265,696,189,125,51,68,150,179,112,55,89,94,55,407,44,103,155,81,125,180,323
1387,394,304,878,197,210,402,834,562,580,3107,2748,10926,9374,395,243,433,188,944,881,1048,0,8652,907,473,942,1954,1126,297,139,145,100,373,492,244,123,188,272,159,1149,147,197,384,218,316,348,541
2511,448,331,1435,231,233,403,932,731,666,3972,4116,15186,7732,632,1036,1587,821,375,2102,11611,7850,0,7056,1442,2253,7229,3664,890,439,236,267,900,1522,541,281,431,515,304,3493,442,960,1027,508,809,1296,1586
343,70,193,219,42,42,112,257,347,112,836,817,2501,1406,125,177,283,108,72,316,1160,969,8508,0,743,949,3418,1073,1019,526,58,65,260,311,142,84,147,118,62,555,82,169,198,215,168,172,310
